id,original_dialogue,translated_dialogue,original_summary,translated_summary
13716103,"Augustine: Guys, remember it's Wharton's bday next week?
Darlene: yay, a party!
Heather: yay! crap we need to buy him a present
Walker: he mentioned paper shredder once
Augustine: wtf?!?
Walker: he did really. for no reason at all.
Heather: whatever that make him happy
Darlene: cool with me. we can shred some papers at the party 
Augustine: so much fun
Heather: srsly guys, you mean we should really get office equipment???
Darlene: Walk, ask him if he really wnts it and if he yes then we get it
Walker: i heard him say that. wasn;t drunk. me neither.
Darlene: but better ask him twice
Walker: will do
Augustine: 2moro ok?
Darlene: and sure ask ab the party!","آگوستین: بچه‌ها، یادتون باشه هفته دیگه روز تولد وارتونه؟  
دارلین: جالبه، یه مهمونی!  
هدر: عالیه! وای، باید براش یه هدیه بخریم.  
واکر: یه بار از خردکن کاغذ صحبت کرد.  
آگوستین: چــــــــی؟!؟  
واکر: واقعاً گفت. بدون هیچ دلیلی.  
هدر: مهم نیست، هر چیزی که خوشحالش کنه.  
دارلین: برام مشکلی نیست. می‌تونیم تو مهمونی کاغذها رو خرد کنیم.  
آگوستین: خیلی باحال خواهد بود.  
هدر: جدی می‌گید، منظور اینه که واقعاً باید تجهیزات اداری بگیریم؟؟؟  
دارلین: واکر، ازش بپرس که واقعاً اونو می‌خواد یا نه، اگر او جواب مثبت داد، پس می‌گیریم.  
واکر: شنیدم که گفت. مست نبود. منم همینطور.  
دارلین: ولی بهتره دو بار ازش بپرسی.  
واکر: انجام می‌دم.  
آگوستین: فردا خوبه؟  
دارلین: و حتماً در مورد مهمونی هم بپرس!","Next week is Wharton's birthday. Augustine, Darlene, Heather and Walker want to buy him a paper shredder. Walker will make sure if Wharton really wants it. ",هفته آینده تولد وارتون است. آگوستین، دارلین، هدر و واکر می‌خواهند یک کاغذ خردکن برای او بخرند. واکر بررسی خواهد کرد که آیا وارتون واقعاً به آن نیاز دارد یا نه.
13716128,"Ollie: Okay, Kelly! Ur up nxt!
Kelly: Me? I don't wanna.
Mickey: C'mon!
Jessica: Yeah! What's yours?
Kelly: Fine. It's a sculpture garden in Finnland.
Ollie: What's scary about sculptures? Wait! Do they resemble vampires and stuff?
Mickey: Nah, I'm sure they look rly nice.
Kelly: It's not the sculptures, it's the amount of them and their faces!
Jessica: Faces? What faces?
Kelly: Well, they resemble ppl in different activities like hugging, training, doing sport and so on. But the faces are just morbid and there's like a hundred of them. All staring at you!
Ollie: Another one?
Mickey: Certainly!
Jessica: Well, Ollie, ur turn!
Ollie: Nagoro village in Japan!
Mickey: Y?
Ollie: Well, maybe it's not scary, but it similar to Kelly's place. It's just creepy as hell.
Jessica: Bt y?
Ollie: Imagine a village with ppl living in it. And in the same village u have these human-sized figures. And there's more of them than the ppl that actually live there!
Kelly: Creepy AH!
Mickey: WTF?! Y would ppl even do that?
Jessica: Idk. Idc. Never. Going. There.
Ollie: See! Mine was the worst!
Jessica: Bt not the scariest!
Ollie: Point taken.
Mickey: Listen, guys, fun talking to u, bt gotta go. 
Kelly: Yeah, me too. Bye!
Jessica: Bye!
Ollie: Cu!","الی: خوب، کلی! نوبت توست!
کلی: من؟ نمی‌خواهم.
میکی: بیا!
جسیکا: آره! مال تو چیه؟
کلی: خوب. یک باغ مجسمه در فنلاند.
الی: چی در مورد مجسمه‌ها ترسناک است؟ صبر کن! آیا آنها شبیه خون‌آشام‌ها و این چیزها هستند؟
میکی: نه، مطمئناً خیلی زیبا به نظر می‌رسند.
کلی: مشکل مجسمه‌ها نیستند، بلکه تعداد آنها و چهره‌هایشان است!
جسیکا: چهره‌ها؟ کدام چهره‌ها؟
کلی: خوب، آنها شبیه افرادی هستند که در فعالیت‌های مختلفی مثل در آغوش گرفتن، تمرین کردن، ورزش کردن و... هستند. اما چهره‌ها واقعاً دلهره‌آورند و مثل صد تا از آنها وجود دارد. همه هم به تو زل زده‌اند!
الی: یکی دیگه؟
میکی: مطمئناً!
جسیکا: خوب، الی، نوبت توست!
الی: روستای ناگورو در ژاپن!
میکی: چرا؟
الی: خوب، شاید ترسناک نباشد، اما مشابه مکان کلی است. واقعاً creepy است.
جسیکا: اما چرا؟
الی: تصور کن یک دهکده با افرادی که در آن زندگی می‌کنند. و در همان دهکده اینFigures به اندازه انسان وجود دارد. و تعداد آنها بیشتر از افرادی است که واقعاً آنجا زندگی می‌کنند!
کلی: دلهره‌آور واقعاً!
میکی: چه خبر؟! چرا مردم اصلاً چنین کاری می‌کنند؟
جسیکا: نمی‌دانم. برام مهم نیست. هرگز. نمی‌روم. 
الی: ببین! مال من بدترین بود!
جسیکا: اما ترسناک‌ترین نبود!
الی: نکته پذیرفته شد.
میکی: گوش کنید، بچه‌ها، خوشحالم که با شما صحبت کردم، اما باید بروم.
کلی: آره، من هم همینطور. خداحافظ!
جسیکا: خداحافظ!
الی: به زودی می‌بینمت!","Kelly is scared of sculpture garden figures in Finnland, she finds figure's faces morbid. For Ollie it's Nagoro village in Japan, it's creepy. ",کلی از مجسمه‌های باغ مجسمه‌سازی در فنلاند می‌ترسد، او چهره‌های مجسمه‌ها را بیمارگونه می‌داند. برای اولی، این احساس در روستای ناگورو در ژاپن است که وحشتناک به نظر می‌رسد.
13682496,"Myah: <file_photo>
Selah: I can't see the phone number very well. Rewrite it plz
Myah: <file_photo>
Selah: The phone of that person is off","میاه: <file_photo>  
سلح: من شماره تلفن را خیلی خوب نمی‌بینم. لطفاً دوباره بنویس.  
میاه: <file_photo>  
سلح: تلفن آن شخص خاموش است.",Selah called a person that did not pick up.,سلام به شخصی زنگ زد که تلفن را پاسخ نداد.
13730015,"Eric: Hey Bella, What happened today in boss's room?? Was he angry??
Bella: NO NO!!! He wasn't angry at all.. He actually appreciated on our brave deccision to dismiss the request of client..
Eric: REALLY!! He appreciated this decision..
Bella: Yeah he really did.. I too was astounded by his reaction...
Eric: What could possibly lead to this?? I mean , they were potential clients...
Bella: What he told me was that he was looking forward to bring in new clients which were our current client's competitor..
Eric: Oh that could possibly be the reason.Well anyways you got appreciation xD congo	
Bella: hahaha Blessing in disguise xD","اریک: هی بلا، امروز تو اتاق مدیر چه اتفاقی افتاد؟؟ آیا او عصبانی بود؟  
بلا: نه نه!!! او اصلاً عصبانی نبود.. او واقعاً از تصمیم شجاعانه ما برای رد درخواست مشتری قدردانی کرد..  
اریک: واقعاً!! او از این تصمیم قدردانی کرد..  
بلا: بله واقعاً.. من هم از واکنش او شگفت‌زده شدم...  
اریک: چه چیزی می‌تواند به این موضوع منجر شود؟؟ یعنی، آنها مشتریان بالقوه بودند...  
بلا: او به من گفت که به دنبال جذب مشتریان جدید است که رقبای فعلی مشتری ما هستند..  
اریک: اوه، این می‌تواند دلیلش باشد. خوب، به هر حال تو قدردانی دریافت کردی xD تبریک  
بلا: hahaha نعمت در لفافه xD",Bella and Eric dismissed a request of a client. Their boss appreciated the decision. He brings in new clients.,بلا و اریک درخواست یک مشتری را رد کردند. رئیسشان از این تصمیم قدردانی کرد. او مشتریان جدیدی را جذب می‌کند.
13731152,"Ben: Where are you?
Emma: at the rare of the bus
Ben: why?
Emma: there are some free seats here
Emma: so I can have a nap even
Ben: good idea
Emma: when are we going to arrive to NY?
Ben: around 4.30 PM
Emma: if traffic is not crazy
Ben: right, we will see
Emma: could you come here and wake me up around 4.15?
Ben: sure
Emma: thanks!
Ben: sleep well
Emma: I'll try","بن: کجا هستی؟  
اما: در انتهای اتوبوس  
بن: چرا؟  
اما: چند صندلی خالی اینجا هست  
اما: بنابراین می‌توانم کمی چرت بزنم  
بن: ایده خوبی است  
اما: کی به نیویورک می‌رسیم؟  
بن: حدود ساعت ۴:۳۰ بعدازظهر  
اما: اگر ترافیک دیوانه‌وار نباشد  
بن: درست است، ببینیم  
اما: می‌توانی بیااین‌جا و حدود ۴:۱۵ مرا بیدار کنی؟  
بن: حتماً  
اما: مرسی!  
بن: خواب خوبی داشته باش  
اما: سعی می‌کنم",Emma is about to take a nap in the back of the bus to New York. Ben and Emma will be there around 4.30 pm. Ben will wake Emma up 15 minutes prior to their arrival.,اما در حال آماده شدن برای خواب نوه در عقب اتوبوس به نیویورک است. بن و اما حدود ساعت ۴:۳۰ بعدازظهر آنجا خواهند بود. بن ۱۵ دقیقه قبل از رسیدن‌شان اما را بیدار خواهد کرد.
13716107,"Jesse: I have an idea that'll cheer u up!
Melvin: What is it?
Jesse: I was thinking about doing something 4 the less fortunate this year. 
Lee: Gr8 idea! Anything in mind?
Maxine: So no presents 4 me? :(
Jesse: U'll get ur presents, no worries ;)
Maxine: Phew! Was getting a bit worried for a moment ;)
Melvin: Bt what do u have in store?
Jesse: Well, have u heard about the Refuge?
Lee: No. What's that?
Melvin: That's the Christmas foundation to help women and children?
Maxine: I think I've heard of them. So what about them?
Jesse: That's right! They help women and children who escape from abuse. And every year they post wish lists of such ppl online and I thought that we could choose one and chip in. 
Melvin: That's a great idea!
Lee: Count me in!
Maxine: Me too.
Jesse: Have a look at these 3 lists: <file_other> <file_other> <file_other>
Lee: I think the second one would be the easiest to arrange.
Maxine: Agree.
Melvin: What about number 3? A bit ambitious, but if we pull together, we'll manage.
Jesse: Actually, I'm in for the 3rd one.
Maxine: I think the 2nd list would be better. The items cos more or less the same and we can easily divide it.
Melvin: But if we agree to chip in the same amount of money, we can deal with the 3rd one easily. 
Lee: Come to think of it, the 3rd one is not that bad. A bit of planning and logistics and were good to go. 
Jesse: So it's settled?
Melvin: Yup.
Lee: Sure. 
Maxine: Fine.","جسی: یه ایده دارم که حالتو خوب می‌کنه!
ملوین: چیه؟
جسی: فکر می‌کردم امسال کاری برای افراد کمتر برخوردار انجام بدیم.
لی: ایده عالیه! چیزی در ذهن داری؟
مکسان: پس برای من هیچ کادویی نیست؟ :(
جسی: کادوها رو می‌گیری، نگران نباش ;)
مکسان: پوف! یکم نگران شده بودم ;)
ملوین: اما چه برنامه‌ای داری؟
جسی: خوب، آیا درباره پناهگاه چیزی شنیده‌ای؟
لی: نه. این چیه؟
ملوین: این بنیاد کریسمس برای کمک به زنان و کودکان هست؟
مکسان: فکر کنم درباره‌شون شنیدم. خب، چه برنامه‌ای باهاشون داری؟
جسی: درست! اونها به زن‌ها و کودکانی که از آزار فرار می‌کنند کمک می‌کنند. و هر سال لیست آرزوهای این افراد رو آنلاین منتشر می‌کنند و من فکر کردم می‌تونیم یکی رو انتخاب کنیم و کمک کنیم. 
ملوین: این ایده عالیه!
لی: من هم هستم!
مکسان: منم.
جسی: به این سه لیست نگاه کن: <file_other> <file_other> <file_other>
لی: فکر کنم دومی ساده‌ترین برای ترتیب دادنه.
مکسان: موافقم.
ملوین: شماره ۳ چطور؟ یکم بلندپروازانه است، اما اگه با هم همکاری کنیم، می‌تونیم مدیریت کنیم.
جسی: در واقع، من برای شماره ۳ هستم.
مکسان: فکر می‌کنم لیست دوم بهتره. اقلام قیمتشون تقریبا یکسانه و می‌تونیم راحت تقسیمش کنیم.
ملوین: اما اگر توافق کنیم که یک مقدار پول مساوی جمع کنیم، می‌تونیم در مورد شماره ۳ هم راحت برخورد کنیم.
لی: وقتی فکر می‌کنم، شماره ۳ هم بد نیست. کمی برنامه‌ریزی و لجستیک و آماده‌ایم پیش بریم.
جسی: پس تصمیم گرفتیم؟
ملوین: آره.
لی: با کمال میل.
مکسان: خوبه.","Jesse, Melvin, Lee and Maxine are going to take part in the Christmas charity action of the foundation called Refuge, which helps women and children who escape from abuse.","جس، ملوین، لی و ماکسین قصد دارند در اقدام خیریه کریسمس بنیاد موسوم به ""پناهگاه"" شرکت کنند، که به زنان و کودکانی که از آزار فرار کرده‌اند کمک می‌کند."
13728966,"Mary: hey, im kinda broke, lend me a few box
Carter: okay, give me an hour, im at the train station
Mary: cool, thanks","مری: هی، من تقریبا بی‌پولم، چند تا جعبه بهم قرض بده  
کارتر: باشه، یک ساعت بهم وقت بده، من تو ایستگاه قطار هستم  
مری: عالیه، مرسی",Mary ran out of money. Carter is going to lend her some in an hour.,مری پولش تمام شده است. کارتر قرار است در یک ساعت به او مقداری پول قرض بدهد.
13828761,"Charlotte: Hello Paula, a funny question: how do you pronounce 'Natal lily', the name of the plant? It refers to the region of ZA and not to the word 'natal' as in 'his natal day', right?
Paula: Hi Charlotte, 'nu tell', 'nu' as in 'number'.
Charlotte: And the stress on the second syllable? Or the first?
Paula: 2nd
Charlotte: Thank you dear.
Paula: <file_other>
Charlotte: Lovely to hear your voice!!
Paula: :$
Paula: <file_other>
Charlotte: :X","شارلوت: سلام پائولا، یک سوال جالب: 'نیلوفر ناتال'، اسم این گیاه را چطور تلفظ می‌کنید؟ این به منطقه‌ی ZA اشاره دارد و نه به کلمه‌ی 'ناتال' مثل 'روز زادروز او'، درست است؟  
پائولا: سلام شارلوت، 'نو تل'، 'نو' مثل 'عدد'.  
شارلوت: و استرس روی سیلاب دوم است؟ یا اول؟  
پائولا: دوم  
شارلوت: متشکرم عزیز.  
پائولا: <فایل_دیگر>  
شارلوت: خوب است صدای تو را بشنوم!!  
پائولا: :$  
پائولا: <فایل_دیگر>  
شارلوت: :X","Paula helped Charlotte with correct pronunciation of ""Natal lily"".","پائولا به شارلوت در تلفظ صحیح ""لیلی ناتال"" کمک کرد."
13728735,"Jack: Cocktails later?
May: YES!!!
May: You read my mind...
Jack: Possibly a little tightly strung today?
May: Sigh... without question.
Jack: Thought so.
May: A little drink will help!
Jack: Maybe two!","جک: بعداً کوکتل‌ها؟
می: بله!!! 
می: داری به افکار من نگاه می‌کنی...
جک: شاید امروز کمی عصبی هستی؟
می: اوه... بدون شک.
جک: همین‌طور فکر می‌کردم.
می: یک نوشیدنی کوچیک کمک می‌کند!
جک: شاید دو تا!",Jack and May will drink cocktails later.,جک و می در آینده نوشیدنی‌های کوکتل می‌نوشند.
13828647,"Margaret: Honey, buy me some painkiller.
Jack: What is going on?
Margaret: Terrible headache!
Jack: Maybe you should rest!","مارگارت: عزیزم، برایم کمی مسکن بخر.
جک: چه اتفاقی افتاده؟
مارگارت: سردرد بدی دارم!
جک: شاید باید استراحت کنی!",Margaret is suffering from a terrible headache and wants Jack to buy her some painkillers. ,مارگارت از سردرد شدیدی رنج می‌برد و می‌خواهد جک برایش کمی مسکن بخرد.
13680875,"Andrei: hey, did you pick up the film equipment for tonite's shooting?
Serge: no, im on my way there now.
Andrei: cool. do you happen to have your credit card with you? we have an outstanding bill to pay with the company.
Serge: yeah, i do. not a lot of available credit on it, but we'll see when we get there.
Andrei: OK, thanks. theyll be glad when we pay it. its long overdue.
Serge: ill let you know if it works out. getting of the metro now
Andrei: ok","آندری: هی، آیا تجهیزات فیلم‌برداری برای فیلم‌برداری امشب را گرفتی؟  
سرگئی: نه، الان در راه‌ام.  
آندری: خوبه. آیا کارت اعتباری‌ات را با خودت داری؟ ما یک قبض معوقه داریم که باید به شرکت پرداخت کنیم.  
سرگئی: بله، دارم. اعتبار زیادی روی آن نیست، ولی وقتی به آنجا برسیم، می‌بینیم چه می‌شود.  
آندری: خوب، ممنون. آنها خوشحال خواهند شد وقتی که پرداختش کنیم. مدت زیادی‌ست که باید پرداخت شود.  
سرگئی: اگر درست پیش برود، بهت خبر می‌زنم. الان دارم از مترو بیرون می‌آیم.  
آندری: خوب.",Serge is on his way to pick up the film equipment for the shooting tonight. Andrei and Serge are late with a large payment to the company. Serge and Andrei will try to use the credit card to pay the company.,سرژ در حال رفتن به جمع‌آوری تجهیزات فیلمبرداری برای فیلم‌برداری امشب است. آندری و سرژ در پرداخت مبلغ زیادی به شرکت تأخیر دارند. سرژ و آندری تلاش خواهند کرد تا با استفاده از کارت اعتباری، مبلغ را به شرکت پرداخت کنند.
13829728,"Janice: my son has been asking me to get him a hamster for his birthday
Janice: should i?
Martina: NO! NO! NO! NO! NO!
Martina: i got one for my son and it stank up the whole house
Martina: so don't do it!!!","جانیس: پسرم از من خواسته که برای تولدش یک همستر بخرم.
جانیس: آیا باید بخرم؟
مارتینا: نه! نه! نه! نه! نه!
مارتینا: من یکی برای پسرم گرفتم و تمام خانه بوی بد گرفت.
مارتینا: پس این کار رو نکن!!!",Martina advises against getting a hamster. ,مارتینا توصیه می‌کند که از خرید همستر خودداری کنید.
13864532,"Daniel: have you guys played DA?
Mary: which one?
Daniel: Inquisition
Mary: damn yes
Mary: love it to bits - team Dorian <3
Lucas: is it any good? I played just DA II
Mary: is it any good?! it's fucking brilliant!!!
Mary: Dan, are you playing?
Daniel: just started and I'm not sure, trying to get used to the mechanics
Mary: you have to give it a go, I was sceptical at first, but... omg, wait for Dorian
Lucas: Is it better than 2?
Mary: oh yes","دانیل: شماها DA بازی کردید؟
مری: کدومش؟
دانیل: Inquisition
مری: عجب آره
مری: خیلی دوستش دارم - تیم دورین <3
لوکاس: خوبه؟ من فقط DA II بازی کردم
مری: خوبه؟! فوق‌العاده‌ست!!!
مری: دانیل، داری بازی می‌کنی؟
دانیل: تازه شروع کردم و مطمئن نیستم، دارم سعی می‌کنم به مکانیک‌ها عادت کنم
مری: باید امتحان کنی، در ابتدا من هم شک داشتم، اما... اوه خدای من، صبر کن برای دورین
لوکاس: آیا بهتر از ۲ هست؟
مری: oh بله!",Mary has played DA Inquisition. Lucas has played DA II. Daniel started playing DA Inquisition.,"مری بازی ""DA Inquisition"" را انجام داده است. لوکاس بازی ""DA II"" را بازی کرده است. دانیل بازی ""DA Inquisition"" را شروع کرده است."
13818537,"Judy: Why am I always attracted to jerks??
Janice: It didn’t work out with Andrew?
Judy: He just wanted to fuck me
Judy: When he got what he wanted he stopped calling and texting.
Janice: And Bruce? He’s not a jerk.
Judy: He’s sweet. Maybe too sweet for me…
Judy: He’s a lovely and caring guy but I don’t feel the butterflies… ","جودی: چرا من همیشه به احمق‌ها جذب می‌شوم؟  
جانیس: با اندرو پیش نرفت؟  
جودی: او فقط می‌خواست با من رابطه جنسی داشته باشد.  
جودی: وقتی که به آنچه می‌خواست رسید، تماس و پیامک را متوقف کرد.  
جانیس: و بروس؟ او احمق نیست.  
جودی: او خیلی مهربان است. شاید بیش از حد برای من مهربان…  
جودی: او مردی دوست‌داشتنی و دلسوز است اما من حس پروانه‌ها را احساس نمی‌کنم…",Judy thinks she's always attracted to bad guys.,جودی فکر می‌کند که همیشه به آدم‌های بد جذب می‌شود.
13810120,"Riley: Chloe is on tv!!
James: on which channel?
James: never mind i've found it
James: what is she doing? i don't get it
Riley: this is a programme in which women undergo a complete metamorphosis.
Riley: OMG she looks drop dead gorgeous!","رایلی: کلاژه تو تلویزیونه!!  
جیمز: روی کدوم کانال؟  
جیمز: مهم نیست، پیدا کردم.  
جیمز: چه کار می‌کند؟ نمی‌فهمم.  
رایلی: این یک برنامه است که در آن زنان یک دگرگونی کامل را تجربه می‌کنند.  
رایلی: وای خدای من، او فوق‌العاده زیبا به نظر می‌رسد!",Riley and James watch Chloe on tv undergoing a metamorphosis.,رایلی و جیمز در تلویزیون چلوئی را تماشا می‌کنند که در حال دگرگونی است.
13731040,"Tina: I'll tell you something, this Emirate staff looks amazing, as movie stars
Ala: Oh yes, I know, that's for purpose 
Ala: It's how it's suppose to be
Ala: They pay a lot of attention to the image
Tina: Looks nice, pleasure to observe
Tina: And I sucked at the airport, they've kept us one hour in the plane and finally I'll catch the evening flight back home
Tina: Could You imagine?
Tina: And you know, this way we had such a talkative pilot :-)
Ala: Oh, poor you
Ala: Pfff
Ala: And I'm on my way to a meeting
Tina: THE meeting?
Ala: Yes, keep your finger crossed
Tina: Sure, let me know how did it go
Ala: Ok darling, in touch","تینا: بهت می‌گم، کارکنان این امارات فوق‌العاده به نظر می‌رسند، مثل ستاره‌های فیلم 
آلا: اوه بله، می‌دونم، این عمداً این‌جوریه 
آلا: این همون‌طور که باید باشه 
آلا: خیلی به تصویر توجه می‌کنند 
تینا: به نظرم زیباست، لذت‌بخش برای تماشا 
تینا: و من در فرودگاه خیلی بد بودم، یک ساعت توی هواپیما نگه‌مون داشتند و بالاخره باید پرواز شب برگردم خونه 
تینا: می‌توانی تصور کنی؟ 
تینا: و می‌دونی، به این روش یک خلبان خیلی حرف‌زن داشتیم :-) 
آلا: اوه، بیچاره تو 
آلا: پفف 
آلا: و من در راه یک جلسه هستم 
تینا: همان جلسه؟ 
آلا: بله، دعا کن 
تینا: حتماً، بهم بگو چطور پیش رفت 
آلا: باشه عزیزم، در تماس خواهیم بود",Tina will catch the evening flight back home. Ala is on her way to the meeting. She will let Tina know how it went.,تینا پرواز عصر را به خانه می‌گیرد. آلا در راه جلسه است. او به تینا اطلاع خواهد داد که جلسه چگونه پیش رفت.
13728229,"Sebastian: It's been already a year since we moved here.
Sebastian: This is totally the best time of my life.
Kevin: Really? 
Sebastian: Yeah! Totally maaan.
Sebastian: During this 1 year I learned more than ever. 
Sebastian: I learned how to be resourceful, I'm learning responsibility, and I literally have the power to make my dreams come true.
Kevin: It's great to hear that.
Kevin: It's great that you are satisfied with your decisions.
Kevin: And above all it's great to see that you have someone you love by your side :)
Sebastian: Exactly!
Sebastian: That's another part of my life that is going great.
Kevin: I wish I had such a person by my side.
Sebastian: Don't worry about it.
Sebastian: I have a feeling this day will come shortly.
Kevin: Haha. I don' think so, but thanks.
Sebastian: This one year proved to me that when you want something really badly, you can achieve it.
Kevin: I want to win lottery and I never did :D
Sebastian: If you devoted your life to analyze all of the winning numbers, and with your math skills you could win.
Kevin: Devote myself and million dollars for lottery tickets.
Sebastian: Something like that xD
Kevin: I'm happy for you man.
Kevin: I really am
Sebastian: Thanks. It means a lot my friend :)","سباستین: یک سال از وقتی که اینجا نقل‌مکان کردیم می‌گذره.
سباستین: این بهترین زمان زندگی من به‌طور کلیه.
Kevin: واقعاً؟
سباستین: آره! کاملاً، رفیق.
سباستین: در این یک سال بیشتر از همیشه یاد گرفتم.
سباستین: یاد گرفتم چطور هوشمندانه عمل کنم، دارم مسئولیت‌پذیری رو یاد می‌گیرم و واقعاً قدرت دارم که رویاهای‌مو به حقیقت تبدیل کنم.
Kevin: خیلی خوبه که اینو می‌شنوم.
Kevin: خیلی خوبه که از تصمیماتت راضی هستی.
Kevin: و از همه مهم‌تر، عالیه که کسی رو داری که دوستش داری در کنارت :)
سباستین: دقیقاً!
سباستین: این هم یه بخش دیگه از زندگی‌مه که عالی پیش می‌ره.
Kevin: ای کاش من هم چنین کسی در کنارم داشتم.
سباستین: نگران نباش.
سباستین: حس می‌کنم این روز به زودی خواهد آمد.
Kevin: Haha. فکر نمی‌کنم، ولی ممنون.
سباستین: این یک سال به من ثابت کرد که وقتی چیزی رو واقعاً خیلی بخوای، می‌تونی بهش برسی.
Kevin: من می‌خوامLottery ببرم و هرگز هم نبردم :D
سباستین: اگر زندگی‌تو به تحلیل تمام شماره‌های برنده اختصاص بدی، با مهارت‌های ریاضی‌ات می‌تونی برنده بشی.
Kevin: خودمو وقف کنم و میلیون دلار برای بلیط‌های Lottery.
سباستین: چیزی شبیه به این xD
Kevin: برای تو خوشحالم رفیق.
Kevin: واقعاً خوشحالم.
سباستین: ممنون. این برای من خیلی معنی‌دار است، دوستم :)","Sebastian is very happy with his life, and shares this happiness with Kevin.",سباستین از زندگی‌اش خیلی خوشحال است و این خوشحالی را با کوین به اشتراک می‌گذارد.
13680571,"Frank: Son, will you come home this weekend?
Son: not sure yet. Something happened?
Frank: Of course not. Your mother miss you.
Son: I miss her too.
Frank: So will you com?
Son: I will try.
Frank: Good, I will tell your mother that you will come
Son: oh, dad.. ok I will come.","فرانک: پسر، آیا این آخر هفته به خانه می‌آیی؟  
پسر: هنوز مطمئن نیستم. اتفاقی افتاده؟  
فرانک: البته که نه. مادرت دلتنگ توست.  
پسر: من هم دلم برای او تنگ شده.  
فرانک: پس می‌آیی؟  
پسر: سعی می‌کنم.  
فرانک: خوب است، به مادرت می‌گویم که تو خواهی آمد.  
پسر: اوه، بابا... خوب، می‌آیم.",Son is coming to see his parents' this weekend.,پسر این آخر هفته به دیدن والدینش می‌آید.
13829773,"Ola: Hello Kate, sorry for not keeping in touch properly. As expected, we have hardly any connectivity here in Cuba. But we're doing fine and enjoying our trip. How are the things at home?
Kate: At long last! Started to worry. Nothing new happening, if you disregard all that Xmas craze. Momo has recovered from her injury and frolicking again.
Kate: <file_photo>
Kate: Good old Momo! Yes, it is your scarf!
Ola: NO!!! It's one of my favorites! The one from Laos!
Kate: Too late. Momo thinks it belongs to her now. Get yourself a new one. They surely have nice ones there.
Ola: Not at all. Only cheapish cotton blouses with horrible multi-coloured embroidery or some equally horrible crochetted tops. No shawls or scarfs.
Ola: <file_photo>
Kate: Wait a sec!
Kate: <file_photo>
Kate: Isn't it similar?! Mum would probably like it. Why don't you?
Ola: Not a bad idea. But the quality is usually crappy.
Kate: And if you go to some boutique shop or something? Not at a market as in your pics?
Ola: I might try and find some. Would you like one too?
Kate: Not really. And Mum would prefer to be the only one with an authentic Cuban blouse :))
Ola: OK I'll have a look. Greets to everyone at home pls.
Kate: Take care!","الا: سلام کیت، ببخشید که به درستی در تماس نبودم. همانطور که انتظار می‌رفت، اینجا در کوبا تقریباً هیچ اتصالی نداریم. اما حالمان خوب است و از سفرمان لذت می‌بریم. اوضاع خانه چطور است؟
کیت: بالاخره! داشتم نگران می‌شدم. اتفاق خاصی نیفتاده، اگر دیوانگی‌های کریسمس را کنار بگذاریم. مومو از آسیب دیدگی‌اش بهبود یافته و دوباره در حال بازی است.
کیت: <فایل_عکس>
کیت: موموی خوب قدیمی! بله، این شال تو است!
الا: نه!!! این یکی از موردعلاقه‌های من است! اون یکی از لائوس است!
کیت: خیلی دیر شده. مومو فکر می‌کند که حالا این مال اوست. برو یک شال جدید بخر. حتماً آنجا چیزهای قشنگی دارند.
الا: اصلاً! فقط بلوزهای پنبه‌ای ارزان با گلدوزی‌های چندرنگ وحشتناک یا تاپ‌های قلاب‌بافی به همان اندازه وحشتناک. نه شال دارد و نه شال.
الا: <فایل_عکس>
کیت: یک لحظه صبر کن!
کیت: <فایل_عکس>
کیت: آیا این شبیه نیست؟ مامان احتمالاً خوشش می‌آید. چرا تو نه؟
الا: ایده بدی نیست. ولی معمولاً کیفیتش بد است.
کیت: و اگر بخواهی به یک بوتیک یا چیزی شبیه این بروی؟ نه در یک بازار مثل عکس‌هایت؟
الا: شاید سعی کنم چیزهایی پیدا کنم. تو هم دوست داری یکی داشته باشی؟
کیت: نه واقعاً. و مامان ترجیح می‌دهد تنها کسی باشد که بلوز کوبایی واقعی دارد :))
الا: باشه، نگاهی می‌اندازم. سلام به همه در خانه لطفاً.
کیت: مواظب خودت باش!","Ola is in Cuba and is enjoying her trip. She has problems with connectivity there. Momo has recovered from her injury. Ola doesn't like the clothes in Cuba. Ola will try to find a blouse for mum in Cuba, as Kate suggested.",اولا در کوبا است و از سفرش لذت می‌برد. او در آنجا با مشکلات اتصال مواجه است. مومو از مصدومیتش بهبودی یافته است. اولا از لباس‌های کوبا خوشش نمی‌آید. اولا تلاش خواهد کرد تا یک بلوز برای مادرش در کوبا پیدا کند، همان‌طور که کیت پیشنهاد داد.
13829332,"Mike: Do u have new John's number?
Ann: No, u should ask Mary.
Mike: Ok, thank u :*","مایک: شماره جدید جان رو داری؟  
آن: نه، باید از مریم بپرسی.  
مایک: باشه، مرسی :*",Mike will ask Mary for John's new number.,مایک از مریم شماره جدید جان را خواهد پرسید.
